act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
AFRM,2025-09-30,Quarter,933340000,411940000,521400000,457740000,63660000,19360000,0,83020000,2330000,0,0,0,80690000,0,80690000,,,348280000,0.23,0.23
AMD,2020-03-31,Quarter,1786000000,968000000,818000000,641000000,177000000,4000000,13000000,168000000,6000000,0,0,0,162000000,0,162000000,,,1224000000,0.14,0.14
AMD,2020-06-30,Quarter,1932000000,1084000000,848000000,675000000,173000000,1000000,14000000,160000000,4000000,0,1000000,0,157000000,0,157000000,,,1227000000,0.13,0.13
AMD,2020-09-30,Quarter,2801000000,1571000000,1230000000,781000000,449000000,-37000000,11000000,401000000,12000000,0,1000000,0,390000000,0,390000000,,,1215000000,0.35,0.32
AMD,2020-12-31,Quarter,3244000000,1793000000,1451000000,881000000,570000000,-15000000,9000000,546000000,-1232000000,0,3000000,0,1781000000,0,1781000000,,,1226000000,0.45,1.47
AMD,2021-03-31,Quarter,3445000000,1858000000,1587000000,925000000,662000000,-11000000,9000000,642000000,89000000,0,2000000,0,555000000,0,555000000,,,1231000000,0.47,0.45
AMD,2021-06-30,Quarter,3850000000,2020000000,1830000000,999000000,831000000,0,10000000,821000000,113000000,0,2000000,0,710000000,0,710000000,,,1232000000,0.58,0.58
AMD,2021-09-30,Quarter,4313000000,2227000000,2086000000,1138000000,948000000,62000000,7000000,1003000000,82000000,0,2000000,0,923000000,0,923000000,,,1230000000,0.66,0.75
AMD,2021-12-31,Quarter,4826000000,2400000000,2426000000,1219000000,1207000000,4000000,8000000,1203000000,229000000,0,0,0,974000000,0,974000000,,,1222000000,0.83,0.79
AMD,2022-03-31,Quarter,5887000000,3069000000,2818000000,1867000000,951000000,-42000000,13000000,896000000,113000000,0,3000000,0,786000000,0,786000000,,,1410000000,1.02,0.56
AMD,2022-06-30,Quarter,6550000000,3522000000,3028000000,2502000000,526000000,-4000000,25000000,497000000,54000000,0,4000000,0,447000000,0,447000000,,,1632000000,0.91,0.27
AMD,2022-09-30,Quarter,5565000000,3211000000,2354000000,2418000000,-64000000,22000000,31000000,-73000000,-135000000,0,4000000,0,66000000,0,66000000,,,1625000000,0.54,0.04
AMD,2022-12-31,Quarter,5599000000,3196000000,2403000000,2552000000,-149000000,32000000,19000000,-136000000,-154000000,0,3000000,0,21000000,0,21000000,,,1618000000,0.54,-0.03
AMD,2023-03-31,Quarter,5353000000,2994000000,2359000000,2504000000,-145000000,43000000,25000000,-127000000,13000000,0,1000000,0,-139000000,0,-139000000,,,1611000000,0.43,-0.09
AMD,2023-06-30,Quarter,5359000000,2916000000,2443000000,2463000000,-20000000,46000000,28000000,-2000000,-23000000,0,6000000,0,27000000,0,27000000,,,1627000000,0.40,0.02
AMD,2023-09-30,Quarter,5800000000,3053000000,2747000000,2523000000,224000000,59000000,26000000,257000000,-39000000,-3000000,0,0,299000000,0,299000000,,,1629000000,0.53,0.18
AMD,2023-12-31,Quarter,6168000000,3257000000,2911000000,2569000000,342000000,49000000,27000000,364000000,-297000000,3000000,9000000,0,667000000,0,667000000,,,1628000000,0.59,0.42
AMD,2024-03-31,Quarter,5473000000,2913000000,2560000000,2524000000,36000000,53000000,25000000,64000000,-52000000,0,7000000,0,123000000,0,123000000,,,1639000000,0.43,0.07
AMD,2024-06-30,Quarter,5835000000,2971000000,2864000000,2595000000,269000000,55000000,25000000,299000000,41000000,0,7000000,0,265000000,0,265000000,,,1637000000,0.50,0.16
AMD,2024-09-30,Quarter,6819000000,3400000000,3419000000,2695000000,724000000,36000000,23000000,737000000,-27000000,0,7000000,0,771000000,0,771000000,,,1636000000,0.76,0.47
AMD,2024-12-31,Quarter,7658000000,3776000000,3882000000,2825000000,1057000000,37000000,19000000,889000000,419000000,0,12000000,0,482000000,0,482000000,,,1634000000,0.88,0.30
AMD,2025-03-31,Quarter,7438000000,3702000000,3736000000,2930000000,806000000,39000000,20000000,825000000,123000000,0,7000000,0,709000000,0,709000000,,,1626000000,0.78,0.44
AMD,2025-06-30,Quarter,7685000000,4626000000,3059000000,3193000000,-134000000,98000000,38000000,-74000000,-834000000,0,8000000,0,768000000,104000000,872000000,,,1630000000,0.27,0.54
AMD,2025-09-30,Quarter,9246000000,4466000000,4780000000,3510000000,1270000000,82000000,37000000,1315000000,153000000,0,10000000,0,1172000000,71000000,1243000000,,,1641000000,0.97,0.75
AMT,2020-03-31,Quarter,1993100000,552000000,1441100000,704300000,736800000,-88300000,208800000,439700000,21100000,3600000,0,0,418600000,0,415000000,,,445830000,0.93,0.93
AMT,2020-06-30,Quarter,1913000000,540000000,1373000000,681700000,691300000,-34100000,197700000,459500000,11100000,2300000,0,0,448400000,0,446100000,,,445870000,1.00,1.00
AMT,2020-09-30,Quarter,2012900000,562600000,1450300000,665200000,785100000,-92000000,190900000,502200000,39300000,-1500000,0,0,462900000,0,464400000,,,446160000,1.04,1.04
AMT,2020-12-31,Quarter,2122500000,572600000,1549900000,875600000,674300000,-58500000,196100000,419700000,58100000,-3500000,0,0,361600000,0,365100000,,,446350000,0.82,0.82
AMT,2021-03-31,Quarter,2158500000,574300000,1584200000,755500000,828700000,80900000,207000000,702600000,50300000,7300000,0,0,652300000,0,645000000,,,446290000,1.45,1.45
AMT,2021-06-30,Quarter,2298900000,647900000,1651000000,801800000,849200000,185200000,213700000,820700000,72800000,1600000,0,0,747900000,0,746300000,,,452350000,1.65,1.65
AMT,2021-09-30,Quarter,2454300000,724300000,1730000000,902500000,827500000,176200000,226100000,777600000,51400000,3200000,0,0,726200000,0,723000000,,,456980000,1.58,1.58
AMT,2021-12-31,Quarter,2445200000,735500000,1709700000,1083100000,626600000,126000000,224100000,528500000,87300000,-12200000,0,0,441200000,0,453400000,,,457130000,0.99,0.98
AMT,2022-03-31,Quarter,2660300000,799400000,1860900000,1135800000,725100000,262500000,262400000,725200000,22500000,-9000000,0,0,702700000,0,711700000,,,457210000,1.56,1.56
AMT,2022-06-30,Quarter,2674300000,822900000,1851400000,1069100000,782300000,392600000,276600000,898300000,7400000,-7300000,0,0,890900000,0,898200000,,,459820000,1.95,1.95
AMT,2022-09-30,Quarter,2671500000,836500000,1835000000,1182100000,652900000,496900000,294000000,855800000,36100000,-20000000,0,0,819700000,0,839700000,,,466800000,1.80,1.80
AMT,2022-12-31,Quarter,2705000000,805000000,1900000000,1708000000,192000000,-647100000,303500000,-758600000,-42000000,-32800000,0,0,-716600000,0,-683800000,,,466700000,-1.47,-1.47
AMT,2023-03-31,Quarter,2767200000,806100000,1961100000,1185500000,775600000,-67000000,340200000,368400000,53400000,-20800000,0,0,315000000,0,335800000,,,466810000,0.72,0.72
AMT,2023-06-30,Quarter,2771700000,827300000,1944400000,1070700000,873700000,-50900000,348100000,474700000,13200000,-14200000,0,0,461500000,0,475700000,,,466980000,1.02,1.02
AMT,2023-09-30,Quarter,2818600000,815800000,2002800000,1344100000,658700000,343500000,359200000,643000000,65700000,-9600000,0,0,577300000,0,586900000,,,467160000,1.26,1.26
AMT,2023-12-31,Quarter,2786700000,811400000,1975300000,1258400000,716900000,-331000000,350700000,35200000,21900000,-71600000,0,0,13300000,0,84900000,,,467450000,0.18,0.18
AMT,2024-03-31,Quarter,2834100000,788300000,2045800000,809200000,1236600000,161000000,366700000,1030900000,109200000,4300000,0,0,921700000,0,917400000,,,467660000,1.96,1.96
AMT,2024-06-30,Quarter,2900300000,821900000,2078400000,794100000,1284300000,109500000,365400000,1028400000,120000000,8100000,0,0,908400000,0,900300000,,,467780000,1.92,1.92
AMT,2024-09-30,Quarter,2522300000,651800000,1870500000,731300000,1139200000,-231900000,356800000,550500000,122400000,11900000,0,0,428100000,-1208500000,-792300000,,,468260000,0.89,-1.70
AMT,2024-12-31,Quarter,1870500000,312400000,1558100000,701700000,856400000,474200000,315600000,1015000000,14700000,900000,0,0,1000300000,230200000,1229600000,,,468420000,2.62,2.64
AMT,2025-03-31,Quarter,2562800000,634500000,1928300000,674200000,1254100000,-311300000,325300000,617500000,118900000,9900000,0,0,498600000,0,488700000,,,468520000,1.04,1.04
AMT,2025-06-30,Quarter,2626900000,688700000,1938200000,740500000,1197700000,-343300000,342600000,511800000,131300000,13700000,0,0,380500000,0,366800000,,,468790000,0.78,0.78
AMT,2025-09-30,Quarter,2717400000,710800000,2006600000,773300000,1233300000,63800000,347100000,950000000,37400000,59300000,0,0,912600000,0,853300000,,,469040000,1.82,1.82
AMZN,2020-03-31,Quarter,75452000000,44257000000,31195000000,27206000000,3989000000,-204000000,402000000,3383000000,744000000,0,-104000000,0,2535000000,0,2535000000,,,506000000,5.01,5.01
AMZN,2020-06-30,Quarter,88912000000,52660000000,36252000000,30409000000,5843000000,781000000,403000000,6221000000,984000000,0,6000000,0,5243000000,0,5243000000,,,509000000,10.30,10.30
AMZN,2020-09-30,Quarter,96145000000,57106000000,39039000000,32845000000,6194000000,1043000000,428000000,6809000000,569000000,0,91000000,0,6331000000,0,6331000000,,,512000000,12.37,12.37
AMZN,2020-12-31,Quarter,125555000000,79284000000,46271000000,39398000000,6873000000,1306000000,414000000,7765000000,566000000,0,23000000,0,7222000000,0,7222000000,,,513000000,14.09,14.15
AMZN,2021-03-31,Quarter,108518000000,62403000000,46115000000,37250000000,8865000000,1802000000,399000000,10268000000,2156000000,0,-5000000,0,8107000000,0,8107000000,,,513000000,15.79,15.79
AMZN,2021-06-30,Quarter,113080000000,64176000000,48904000000,41202000000,7702000000,1367000000,435000000,8634000000,868000000,0,12000000,0,7778000000,0,7778000000,,,514000000,15.12,15.12
AMZN,2021-09-30,Quarter,110812000000,62930000000,47882000000,43030000000,4852000000,-44000000,493000000,4315000000,1155000000,0,-4000000,0,3156000000,0,3156000000,,,515000000,6.12,6.12
AMZN,2021-12-31,Quarter,137412000000,82835000000,54577000000,51117000000,3460000000,11956000000,482000000,14934000000,612000000,0,1000000,0,14323000000,0,14323000000,,,516000000,27.75,27.78
AMZN,2022-03-31,Quarter,116444000000,66499000000,49945000000,46276000000,3669000000,-8462000000,472000000,-5265000000,-1422000000,0,-1000000,0,-3844000000,0,-3844000000,,,509000000,4.24,-7.56
AMZN,2022-06-30,Quarter,121234000000,66424000000,54810000000,51493000000,3317000000,-5386000000,584000000,-2653000000,-637000000,0,-12000000,0,-2028000000,0,-2028000000,,,10175000000,0.10,-0.20
AMZN,2022-09-30,Quarter,127101000000,70268000000,56833000000,54308000000,2525000000,1036000000,617000000,2944000000,69000000,0,-3000000,0,2872000000,0,2872000000,,,10331000000,0.20,0.28
AMZN,2022-12-31,Quarter,149204000000,85640000000,63564000000,60827000000,2737000000,-3005000000,694000000,-962000000,-1227000000,0,13000000,0,278000000,0,278000000,,,10308000000,0.21,0.03
AMZN,2023-03-31,Quarter,127358000000,67791000000,59567000000,54793000000,4774000000,168000000,823000000,4119000000,948000000,0,1000000,0,3172000000,0,3172000000,,,10347000000,0.31,0.31
AMZN,2023-06-30,Quarter,134383000000,69373000000,65010000000,57329000000,7681000000,722000000,840000000,7563000000,804000000,0,-9000000,0,6750000000,0,6750000000,,,10449000000,0.63,0.65
AMZN,2023-09-30,Quarter,143083000000,75022000000,68061000000,56873000000,11188000000,1807000000,806000000,12189000000,2306000000,0,-4000000,0,9879000000,0,9879000000,,,10558000000,0.85,0.94
AMZN,2023-12-31,Quarter,169961000000,92553000000,77408000000,64199000000,13209000000,1190000000,713000000,13686000000,3062000000,0,0,0,10624000000,0,10624000000,,,10610000000,1.01,1.00
AMZN,2024-03-31,Quarter,143313000000,72633000000,70680000000,55373000000,15307000000,-1680000000,644000000,12983000000,2467000000,0,-85000000,0,10431000000,0,10431000000,,,10670000000,1.13,0.98
AMZN,2024-06-30,Quarter,147977000000,73785000000,74192000000,59520000000,14672000000,1162000000,589000000,15245000000,1767000000,0,7000000,0,13485000000,0,13485000000,,,10708000000,1.23,1.26
AMZN,2024-09-30,Quarter,158877000000,80977000000,77900000000,60489000000,17411000000,1229000000,603000000,18037000000,2706000000,0,-3000000,0,15328000000,0,15328000000,,,10735000000,1.43,1.43
AMZN,2024-12-31,Quarter,187792000000,98893000000,88899000000,67696000000,21203000000,1716000000,570000000,22349000000,2325000000,0,-20000000,0,20004000000,0,20004000000,,,10771000000,1.86,1.86
AMZN,2025-03-31,Quarter,155667000000,76976000000,78691000000,60286000000,18405000000,3815000000,541000000,21679000000,4553000000,0,1000000,0,17127000000,0,17127000000,,,10793000000,1.59,1.59
AMZN,2025-06-30,Quarter,167702000000,80809000000,86893000000,67722000000,19171000000,2202000000,516000000,20857000000,2678000000,0,-15000000,0,18164000000,0,18164000000,,,10806000000,1.68,1.68
AMZN,2025-09-30,Quarter,180169000000,88670000000,91499000000,74077000000,17422000000,11286000000,538000000,28170000000,6910000000,0,-73000000,0,21187000000,0,21187000000,,,10845000000,1.95,1.95
AVGO,2020-01-31,Quarter,5858000000,2594000000,3264000000,2550000000,714000000,-4000000,406000000,304000000,-76000000,0,0,0,380000000,5000000,385000000,,,420000000,4.22,0.74
AVGO,2020-04-30,Quarter,5742000000,2553000000,3189000000,2423000000,766000000,130000000,487000000,409000000,-159000000,0,0,0,568000000,-5000000,563000000,,,417000000,4.16,1.17
AVGO,2020-07-31,Quarter,5821000000,2505000000,3316000000,2308000000,1008000000,49000000,464000000,593000000,-96000000,0,0,0,689000000,-1000000,688000000,,,422000000,4.56,1.45
AVGO,2020-10-31,Quarter,6467000000,2720000000,3747000000,2221000000,1526000000,31000000,420000000,1137000000,-187000000,0,0,0,1324000000,0,1324000000,,,426000000,5.58,2.97
AVGO,2021-01-31,Quarter,6655000000,2703000000,3952000000,2115000000,1837000000,117000000,570000000,1384000000,6000000,0,0,0,1378000000,0,1378000000,,,428000000,5.78,3.05
AVGO,2021-04-30,Quarter,6610000000,2553000000,4057000000,2082000000,1975000000,-23000000,466000000,1486000000,-7000000,0,0,0,1493000000,0,1493000000,,,429000000,5.89,3.30
AVGO,2021-07-31,Quarter,6778000000,2581000000,4197000000,2071000000,2126000000,15000000,415000000,1726000000,-150000000,0,0,0,1876000000,0,1876000000,,,429000000,6.32,4.20
AVGO,2021-10-31,Quarter,7407000000,2769000000,4638000000,2057000000,2581000000,22000000,434000000,2169000000,180000000,0,0,0,1989000000,0,1989000000,,,430000000,7.01,4.45
AVGO,2022-01-31,Quarter,7706000000,2657000000,5049000000,1941000000,3108000000,-14000000,407000000,2687000000,215000000,0,0,0,2472000000,0,2472000000,,,429000000,7.68,5.59
AVGO,2022-04-30,Quarter,8103000000,2664000000,5439000000,2045000000,3394000000,-86000000,518000000,2790000000,200000000,0,0,0,2590000000,0,2590000000,,,424000000,8.39,5.93
AVGO,2022-07-31,Quarter,8464000000,2783000000,5681000000,1944000000,3737000000,6000000,406000000,3337000000,263000000,0,0,0,3074000000,0,3074000000,,,430000000,9.07,7.15
AVGO,2022-10-31,Quarter,8930000000,3004000000,5926000000,1940000000,3986000000,40000000,406000000,3620000000,261000000,0,0,0,3359000000,0,3359000000,,,429000000,9.75,7.86
AVGO,2023-01-31,Quarter,8915000000,2911000000,6004000000,1901000000,4103000000,143000000,406000000,3840000000,66000000,0,0,0,3774000000,0,3774000000,,,429000000,9.83,8.80
AVGO,2023-04-30,Quarter,8733000000,2618000000,6115000000,2107000000,4008000000,113000000,405000000,3716000000,235000000,0,0,0,3481000000,0,3481000000,,,427000000,9.51,8.15
AVGO,2023-07-31,Quarter,8876000000,2712000000,6164000000,2308000000,3856000000,124000000,406000000,3574000000,271000000,0,0,0,3303000000,0,3303000000,,,427000000,9.47,7.74
AVGO,2023-10-31,Quarter,9295000000,2888000000,6407000000,2167000000,4240000000,132000000,405000000,3967000000,443000000,0,0,0,3524000000,0,3524000000,,,427000000,9.80,8.29
AVGO,2024-01-31,Quarter,11961000000,4586000000,7375000000,5292000000,2083000000,185000000,926000000,1342000000,68000000,0,0,0,1274000000,51000000,1325000000,,,467000000,8.55,2.84
AVGO,2024-04-30,Quarter,12487000000,4711000000,7776000000,4811000000,2965000000,87000000,1047000000,2005000000,-116000000,0,0,0,2121000000,0,2121000000,,,480000000,8.69,4.42
AVGO,2024-07-31,Quarter,13072000000,4716000000,8356000000,4568000000,3788000000,82000000,1064000000,2806000000,4238000000,0,0,0,-1432000000,-443000000,-1875000000,,,4663000000,1.02,-0.40
AVGO,2024-10-31,Quarter,14054000000,5052000000,9002000000,4375000000,4627000000,52000000,916000000,3763000000,-442000000,0,0,0,4205000000,119000000,4324000000,,,4828000000,1.25,0.90
AVGO,2025-01-31,Quarter,14916000000,4771000000,10145000000,3885000000,6260000000,103000000,873000000,5490000000,-13000000,0,0,0,5503000000,0,5503000000,,,4836000000,1.40,1.14
AVGO,2025-04-30,Quarter,15004000000,4807000000,10197000000,4368000000,5829000000,25000000,769000000,5085000000,120000000,0,0,0,4965000000,0,4965000000,,,4826000000,1.33,1.03
AVGO,2025-07-31,Quarter,15952000000,5249000000,10703000000,4816000000,5887000000,205000000,807000000,5285000000,1145000000,0,0,0,4140000000,0,4140000000,,,4860000000,1.26,0.85
BA,2020-03-31,Quarter,16908000000,16756000000,152000000,1493000000,-1341000000,112000000,274000000,-1503000000,-862000000,-13000000,0,0,-641000000,0,-628000000,,,565900000,-1.70,-1.11
BA,2020-06-30,Quarter,11807000000,12967000000,-1160000000,1793000000,-2953000000,94000000,564000000,-3423000000,-1028000000,-19000000,0,0,-2395000000,0,-2376000000,,,566400000,-4.79,-4.20
BA,2020-09-30,Quarter,14139000000,13095000000,1044000000,1435000000,-391000000,119000000,653000000,-925000000,-459000000,-17000000,0,0,-466000000,0,-449000000,,,566600000,-1.39,-0.79
BA,2020-12-31,Quarter,15304000000,20982000000,-5678000000,2361000000,-8039000000,122000000,708000000,-8625000000,-186000000,-19000000,0,0,-8439000000,0,-8420000000,,,575400000,-15.25,-14.78
BA,2021-03-31,Quarter,15217000000,13799000000,1418000000,1492000000,-74000000,190000000,688000000,-572000000,-11000000,-24000000,0,0,-561000000,0,-537000000,,,585400000,-1.53,-0.92
BA,2021-06-30,Quarter,16998000000,14579000000,2419000000,1387000000,1032000000,199000000,682000000,549000000,-18000000,-20000000,0,0,567000000,0,587000000,,,590200000,0.40,1.00
BA,2021-09-30,Quarter,15278000000,13559000000,1719000000,1383000000,336000000,30000000,676000000,-310000000,-178000000,-23000000,0,0,-132000000,0,-109000000,,,589000000,-0.60,-0.19
BA,2021-12-31,Quarter,14793000000,17300000000,-2507000000,1657000000,-4164000000,132000000,668000000,-4700000000,-536000000,-21000000,0,0,-4164000000,0,-4143000000,,,590300000,-7.69,-7.04
BA,2022-03-31,Quarter,13991000000,13638000000,353000000,1515000000,-1162000000,181000000,637000000,-1618000000,-376000000,-23000000,0,0,-1242000000,0,-1219000000,,,591700000,-2.75,-2.06
BA,2022-06-30,Quarter,16681000000,14553000000,2128000000,1348000000,780000000,253000000,656000000,377000000,217000000,-33000000,0,0,160000000,0,193000000,,,596400000,-0.37,0.32
BA,2022-09-30,Quarter,15956000000,16771000000,-815000000,1977000000,-2792000000,288000000,628000000,-3132000000,176000000,-33000000,0,0,-3308000000,0,-3275000000,,,596300000,-6.18,-5.49
