date,act_symbol,period,period_end_date,consensus,recent,count,high,low,year_ago
2017-10-27,CP,Current Quarter,2017-12-31,2.61,2.60,10,2.78,2.46,2.28
2017-10-27,CPA,Current Quarter,2017-09-30,2.14,2.22,6,2.28,2.06,1.30
2017-10-27,CPAC,Current Quarter,2017-09-30,0.09,,1,0.09,0.09,0.12
2017-10-27,CPAH,Current Quarter,2017-10-31,-0.13,-0.13,1,-0.13,-0.13,-0.07
2017-10-27,CPB,Current Quarter,2017-10-31,0.97,0.98,7,0.98,0.94,1.00
2017-10-27,CPE,Current Quarter,2017-09-30,0.10,0.08,12,0.15,0.08,0.09
2017-10-27,CPF,Current Quarter,2017-12-31,0.42,0.42,2,0.42,0.42,0.39
2017-10-27,CPG,Current Quarter,2017-12-31,0.04,-0.01,2,0.06,0.02,0.13
2017-10-27,CPK,Current Quarter,2017-09-30,0.34,0.34,3,0.38,0.30,0.29
2017-10-27,CPLA,Current Quarter,2017-09-30,0.68,0.69,3,0.69,0.67,0.81
2017-10-27,CPLP,Current Quarter,2017-09-30,0.05,0.05,4,0.06,0.04,0.07
2017-10-27,CPN,Current Quarter,2017-09-30,0.62,0.94,3,0.82,0.36,0.52
2017-10-27,CPRT,Current Quarter,2017-10-31,0.25,0.27,5,0.28,0.22,0.29
2017-10-27,CPRX,Current Quarter,2017-09-30,-0.06,-0.06,4,-0.05,-0.06,-0.05
2017-10-27,CPS,Current Quarter,2017-09-30,2.38,2.42,6,2.65,2.10,2.48
2017-10-27,CPSI,Current Quarter,2017-09-30,0.47,0.48,10,0.50,0.44,0.34
2017-10-27,CPSS,Current Quarter,2017-12-31,0.16,0.16,2,0.16,0.16,0.26
2017-10-27,CPST,Current Quarter,2017-09-30,-0.09,-0.09,4,-0.07,-0.10,-0.19
2017-10-27,CPT,Current Quarter,2017-12-31,1.16,1.12,9,1.21,1.13,0.45
2017-10-27,CPTA,Current Quarter,2017-09-30,0.27,0.29,3,0.30,0.23,0.47
2017-10-27,CQH,Current Quarter,2017-09-30,0.44,,2,0.44,0.43,0.02
2017-10-27,CQP,Current Quarter,2017-09-30,0.33,0.37,2,0.37,0.28,0.18
2017-10-27,CR,Current Quarter,2017-12-31,1.17,1.20,5,1.20,1.13,1.02
2017-10-27,CRAI,Current Quarter,2017-12-31,0.32,0.40,1,0.32,0.32,0.24
2017-10-27,CRAY,Current Quarter,2017-09-30,-0.49,-0.51,2,-0.47,-0.51,-0.49
2017-10-27,CRBP,Current Quarter,2017-09-30,-0.17,,1,-0.17,-0.17,-0.12
2017-10-27,CRC,Current Quarter,2017-09-30,-1.61,-1.72,4,-1.36,-1.76,-1.75
2017-10-27,CRCM,Current Quarter,2017-09-30,0.08,0.06,5,0.09,0.06,0.02
2017-10-27,CRD.B,Current Quarter,2017-09-30,0.22,0.22,3,0.23,0.20,0.20
2017-10-27,CREE,Current Quarter,2017-12-31,0.02,0.00,8,0.02,0.00,0.20
2017-10-27,CRHM,Current Quarter,2017-09-30,0.04,0.02,3,0.07,0.00,0.04
2017-10-27,CRI,Current Quarter,2017-12-31,2.21,1.66,4,2.27,2.15,1.79
2017-10-27,CRIS,Current Quarter,2017-09-30,-0.09,-0.09,3,-0.07,-0.11,-0.12
2017-10-27,CRK,Current Quarter,2017-09-30,-1.48,-1.66,4,-0.99,-1.73,-3.27
2017-10-27,CRL,Current Quarter,2017-09-30,1.22,1.24,11,1.24,1.21,1.18
2017-10-27,CRM,Current Quarter,2017-10-31,0.37,0.36,18,0.38,0.36,0.24
2017-10-27,CRMD,Current Quarter,2017-09-30,-0.13,,2,-0.13,-0.13,-0.23
2017-10-27,CRME,Current Quarter,2017-09-30,-0.16,-0.18,4,-0.12,-0.19,-0.19
2017-10-27,CRMT,Current Quarter,2017-10-31,0.82,0.75,2,0.89,0.75,0.62
2017-10-27,CRNT,Current Quarter,2017-09-30,0.05,999.00,1,0.05,0.05,0.06
2017-10-27,CROX,Current Quarter,2017-09-30,-0.04,-0.05,4,-0.04,-0.05,-0.03
2017-10-27,CRR,Current Quarter,2017-12-31,-0.67,,2,-0.61,-0.73,-0.26
2017-10-27,CRS,Current Quarter,2017-12-31,0.51,0.43,4,0.54,0.48,0.15
2017-10-27,CRSP,Current Quarter,2017-09-30,-0.60,-0.68,2,-0.51,-0.68,-2.77
2017-10-27,CRTO,Current Quarter,2017-09-30,0.58,0.59,10,0.62,0.55,0.48
2017-10-27,CRUS,Current Quarter,2017-09-30,1.19,1.20,7,1.21,1.14,1.35
2017-10-27,CRVS,Current Quarter,2017-09-30,-0.85,-0.85,1,-0.85,-0.85,-0.51
2017-10-27,CRWS,Current Quarter,2017-09-30,0.11,0.11,2,0.11,0.10,0.10
2017-10-27,CRY,Current Quarter,2017-09-30,0.06,0.05,2,0.07,0.05,0.13
2017-10-27,CRZO,Current Quarter,2017-09-30,0.24,0.25,11,0.27,0.19,0.23
2017-10-27,CS,Current Quarter,2017-09-30,,,,,,0.02
2017-10-27,CSCO,Current Quarter,2017-10-31,0.60,999.00,11,0.61,0.59,0.61
2017-10-27,CSFL,Current Quarter,2017-09-30,0.35,0.34,2,0.35,0.34,0.32
2017-10-27,CSGP,Current Quarter,2017-12-31,1.34,1.15,5,1.45,1.30,1.29
2017-10-27,CSGS,Current Quarter,2017-09-30,0.64,0.63,2,0.64,0.63,0.75
2017-10-27,CSII,Current Quarter,2017-12-31,-0.01,0.00,2,0.00,-0.01,0.03
2017-10-27,CSIQ,Current Quarter,2017-09-30,0.26,0.18,4,0.39,0.18,0.29
2017-10-27,CSL,Current Quarter,2017-12-31,1.08,1.02,6,1.21,0.96,1.32
2017-10-27,CSLT,Current Quarter,2017-12-31,-0.05,-0.05,5,-0.05,-0.06,-0.01
2017-10-27,CSOD,Current Quarter,2017-09-30,0.10,0.10,8,0.12,0.09,0.11
2017-10-27,CSRA,Current Quarter,2017-09-30,0.47,0.48,5,0.51,0.45,0.56
2017-10-27,CSTE,Current Quarter,2017-09-30,0.58,,1,0.58,0.58,0.70
2017-10-27,CSTM,Current Quarter,2017-12-31,0.09,,6,0.12,0.07,-0.21
2017-10-27,CSTR,Current Quarter,2017-12-31,0.28,0.28,1,0.28,0.28,0.23
2017-10-27,CSU,Current Quarter,2017-09-30,-0.30,,1,-0.30,-0.30,-0.24
2017-10-27,CSV,Current Quarter,2017-12-31,0.46,,1,0.46,0.46,0.36
2017-10-27,CSWC,Current Quarter,2017-09-30,0.25,0.25,2,0.25,0.24,0.11
2017-10-27,CSWI,Current Quarter,2017-09-30,0.55,0.55,1,0.55,0.55,0.48
2017-10-27,CSX,Current Quarter,2017-12-31,0.56,0.59,10,0.60,0.52,0.49
2017-10-27,CTAS,Current Quarter,2017-11-30,1.25,1.24,8,1.35,1.17,1.15
2017-10-27,CTB,Current Quarter,2017-09-30,0.85,0.90,6,0.90,0.76,1.04
2017-10-27,CTBI,Current Quarter,2017-12-31,0.73,,1,0.73,0.73,0.67
2017-10-27,CTG,Current Quarter,2017-12-31,0.07,0.08,2,0.08,0.06,0.07
2017-10-27,CTIC,Current Quarter,2017-09-30,-0.32,-0.32,1,-0.32,-0.32,-0.80
2017-10-27,CTL,Current Quarter,2017-09-30,0.45,999.00,9,0.48,0.44,0.56
2017-10-27,CTLT,Current Quarter,2017-09-30,0.18,0.15,9,0.21,0.15,0.16
2017-10-27,CTMX,Current Quarter,2017-09-30,-0.11,-0.36,5,0.07,-0.36,-0.40
2017-10-27,CTO,Current Quarter,2017-12-31,0.52,0.52,1,0.52,0.52,0.90
2017-10-27,CTRE,Current Quarter,2017-09-30,0.29,0.29,5,0.30,0.28,0.13
2017-10-27,CTRL,Current Quarter,2017-09-30,0.26,0.26,4,0.27,0.25,0.26
2017-10-27,CTRP,Current Quarter,2017-09-30,0.24,0.23,4,0.25,0.23,0.01
2017-10-27,CTSH,Current Quarter,2017-09-30,0.95,0.95,13,0.96,0.94,0.86
2017-10-27,CTT,Current Quarter,2017-09-30,-0.12,-0.11,3,-0.11,-0.13,-0.07
2017-10-27,CTWS,Current Quarter,2017-09-30,0.88,,1,0.88,0.88,0.84
2017-10-27,CTXS,Current Quarter,2017-12-31,1.59,1.57,9,1.62,1.57,1.61
2017-10-27,CUB,Current Quarter,2017-09-30,0.14,,2,0.15,0.13,-0.29
2017-10-27,CUBI,Current Quarter,2017-12-31,0.69,,1,0.69,0.69,0.76
2017-10-27,CUDA,Current Quarter,2017-11-30,0.18,0.19,12,0.19,0.18,0.22
2017-10-27,CUI,Current Quarter,2017-09-30,-0.08,-0.09,3,-0.04,-0.10,-0.02
2017-10-27,CULP,Current Quarter,2017-10-31,0.33,0.31,2,0.35,0.31,0.47
2017-10-27,CUTR,Current Quarter,2017-09-30,,,,,,0.12
2017-10-27,CUZ,Current Quarter,2017-12-31,0.15,0.15,5,0.15,0.14,0.11
2017-10-27,CVBF,Current Quarter,2017-12-31,0.27,0.27,5,0.28,0.27,0.25
2017-10-27,CVCY,Current Quarter,2017-12-31,0.17,0.17,2,0.24,0.09,0.21
2017-10-27,CVE,Current Quarter,2017-09-30,0.08,0.08,4,0.13,0.04,-0.22
2017-10-27,CVG,Current Quarter,2017-09-30,0.44,0.44,4,0.45,0.43,0.46
2017-10-27,CVGI,Current Quarter,2017-09-30,0.05,,1,0.05,0.05,0.07
2017-10-27,CVGW,Current Quarter,2017-10-31,0.41,,1,0.41,0.41,0.53
2017-10-27,CVLT,Current Quarter,2017-12-31,0.34,999.00,5,0.36,0.31,0.28
2017-10-27,CVM,Current Quarter,2017-09-30,,,,,,-0.25
2017-10-27,CVRR,Current Quarter,2017-09-30,0.59,,1,0.59,0.59,0.11
2017-10-27,CVRS,Current Quarter,2017-09-30,-0.05,,1,-0.05,-0.05,-0.07
2017-10-27,CVS,Current Quarter,2017-09-30,1.49,1.48,20,1.51,1.47,1.64
2017-10-27,CVTI,Current Quarter,2017-12-31,0.48,0.50,3,0.59,0.35,0.33
2017-10-27,CVU,Current Quarter,2017-09-30,0.17,0.18,2,0.18,0.15,0.19
2017-10-27,CVX,Current Quarter,2017-09-30,0.99,1.00,9,1.14,0.84,0.68
2017-10-27,CW,Current Quarter,2017-12-31,1.47,999.00,5,1.53,1.42,1.58
2017-10-27,CWCO,Current Quarter,2017-09-30,0.14,0.16,2,0.16,0.12,0.12
2017-10-27,CWST,Current Quarter,2017-09-30,0.23,0.24,3,0.27,0.18,0.18
2017-10-27,CWT,Current Quarter,2017-12-31,0.26,0.71,4,0.30,0.21,0.31
2017-10-27,CX,Current Quarter,2017-09-30,,,,,,0.20
2017-10-27,CXO,Current Quarter,2017-09-30,0.26,0.29,16,0.43,0.18,0.32
2017-10-27,CXP,Current Quarter,2017-12-31,0.30,0.27,2,0.30,0.30,0.22
2017-10-27,CXRX,Current Quarter,2017-09-30,0.14,,1,0.14,0.14,0.69
2017-10-27,CXW,Current Quarter,2017-09-30,0.54,0.54,2,0.54,0.53,0.47
2017-10-27,CY,Current Quarter,2017-12-31,0.24,0.23,6,0.28,0.21,0.15
2017-10-27,CYBE,Current Quarter,2017-12-31,,,,,,0.11
2017-10-27,CYBR,Current Quarter,2017-09-30,0.18,0.19,13,0.19,0.18,0.33
2017-10-27,CYCC,Current Quarter,2017-09-30,,,,,,-0.86
2017-10-27,CYH,Current Quarter,2017-09-30,-0.27,-0.25,10,-0.13,-0.48,-0.35
2017-10-27,CYOU,Current Quarter,2017-09-30,,,,,,0.85
2017-10-27,CYRN,Current Quarter,2017-09-30,-0.06,-0.06,1,-0.06,-0.06,-0.02
2017-10-27,CYTK,Current Quarter,2017-12-31,-0.73,-0.73,3,-0.58,-0.84,0.16
2017-10-27,CYTR,Current Quarter,2017-09-30,,,,,,-0.13
2017-10-27,CYTX,Current Quarter,2017-09-30,-0.09,-0.09,1,-0.09,-0.09,-0.26
2017-10-27,CZR,Current Quarter,2017-09-30,6.11,0.24,1,6.11,6.11,-26.80
2017-10-27,CZZ,Current Quarter,2017-09-30,,,,,,0.16
2017-10-27,D,Current Quarter,2017-09-30,1.03,1.03,6,1.05,0.98,1.14
2017-10-27,DAC,Current Quarter,2017-09-30,0.24,,1,0.24,0.24,0.21
2017-10-27,DAKT,Current Quarter,2017-10-31,0.14,0.14,1,0.14,0.14,0.20
2017-10-27,DAL,Current Quarter,2017-12-31,1.04,1.07,9,1.13,0.98,0.82
2017-10-27,DAN,Current Quarter,2017-12-31,0.48,0.58,5,0.58,0.40,0.59
2017-10-27,DAR,Current Quarter,2017-09-30,0.06,0.07,3,0.07,0.05,0.17
2017-10-27,DATA,Current Quarter,2017-09-30,0.09,0.12,15,0.12,0.07,0.16
2017-10-27,DAVE,Current Quarter,2017-09-30,-0.05,-0.05,1,-0.05,-0.05,0.01
2017-10-27,DB,Current Quarter,2017-09-30,,,,,,0.20
2017-10-27,DBD,Current Quarter,2017-09-30,0.10,0.15,4,0.15,0.03,0.34
2017-10-27,DCI,Current Quarter,2017-10-31,0.42,0.43,6,0.45,0.40,0.38
2017-10-27,DCM,Current Quarter,2017-12-31,,,,,,0.45
2017-10-27,DCO,Current Quarter,2017-09-30,0.38,,2,0.46,0.29,0.44
2017-10-27,DCP,Current Quarter,2017-09-30,0.15,0.28,7,0.34,-0.04,0.51
2017-10-27,DCT,Current Quarter,2017-09-30,0.61,0.61,8,0.62,0.60,0.17
2017-10-27,DDC,Current Quarter,2017-10-31,,,,,,0.12
2017-10-27,DDD,Current Quarter,2017-09-30,0.11,999.00,7,0.13,0.09,0.14
2017-10-27,DDR,Current Quarter,2017-09-30,0.27,0.28,11,0.28,0.25,-0.18
2017-10-27,DE,Current Quarter,2017-10-31,1.41,1.40,9,1.56,1.32,0.90
2017-10-27,DEA,Current Quarter,2017-09-30,0.32,0.31,3,0.32,0.31,0.02
2017-10-27,DECK,Current Quarter,2017-12-31,4.11,1.03,7,4.26,3.87,4.11
2017-10-27,DEI,Current Quarter,2017-09-30,0.48,0.48,9,0.49,0.47,0.21
2017-10-27,DENN,Current Quarter,2017-09-30,0.14,0.14,1,0.14,0.14,0.13
2017-10-27,DERM,Current Quarter,2017-09-30,-1.12,-1.20,2,-1.03,-1.20,-0.72
2017-10-27,DF,Current Quarter,2017-09-30,0.21,0.24,5,0.27,0.16,0.37
2017-10-27,DFBG,Current Quarter,2017-09-30,-0.09,-0.08,2,-0.08,-0.09,-0.12
2017-10-27,DFIN,Current Quarter,2017-09-30,0.19,,3,0.21,0.17,
2017-10-27,DFRG,Current Quarter,2017-12-31,0.41,0.41,4,0.42,0.41,0.37
2017-10-27,DFS,Current Quarter,2017-12-31,1.53,1.46,9,1.59,1.46,1.40
2017-10-27,DG,Current Quarter,2017-10-31,0.93,0.91,10,0.95,0.91,0.89
2017-10-27,DGII,Current Quarter,2017-12-31,0.10,0.08,1,0.10,0.10,0.08
2017-10-27,DGLY,Current Quarter,2017-09-30,-0.26,,1,-0.26,-0.26,-0.50
2017-10-27,DGX,Current Quarter,2017-12-31,1.40,1.38,12,1.55,1.34,1.31
2017-10-27,DHI,Current Quarter,2017-09-30,0.82,0.79,20,0.88,0.77,0.75
2017-10-27,DHR,Current Quarter,2017-12-31,1.15,1.14,10,1.16,1.14,1.05
2017-10-27,DHT,Current Quarter,2017-09-30,-0.09,-0.14,6,-0.04,-0.14,0.01
2017-10-27,DHX,Current Quarter,2017-09-30,0.05,0.05,1,0.05,0.05,0.10
2017-10-27,DIN,Current Quarter,2017-09-30,0.88,,2,0.92,0.83,1.46
2017-10-27,DIOD,Current Quarter,2017-09-30,0.44,,1,0.44,0.44,0.30
2017-10-27,DIS,Current Quarter,2017-09-30,1.16,1.11,8,1.35,1.09,1.10
2017-10-27,DISCA,Current Quarter,2017-09-30,0.55,0.54,9,0.57,0.53,0.36
2017-10-27,DISCK,Current Quarter,2017-09-30,0.53,,2,0.54,0.51,0.36
2017-10-27,DISH,Current Quarter,2017-09-30,0.60,0.60,12,0.68,0.45,0.64
2017-10-27,DK,Current Quarter,2017-09-30,0.68,0.66,7,0.75,0.60,-0.18
2017-10-27,DKL,Current Quarter,2017-09-30,0.53,0.43,2,0.63,0.43,0.41
2017-10-27,DKS,Current Quarter,2017-10-31,0.26,0.27,13,0.28,0.22,0.48
2017-10-27,DLA,Current Quarter,2017-09-30,0.30,,1,0.30,0.30,0.40
2017-10-27,DLB,Current Quarter,2017-12-31,0.51,0.55,5,0.56,0.43,0.51
2017-10-27,DLHC,Current Quarter,2017-09-30,0.09,,1,0.09,0.09,0.20
2017-10-27,DLNG,Current Quarter,2017-09-30,0.17,0.25,4,0.25,0.11,0.49
2017-10-27,DLPH,Current Quarter,2017-09-30,1.56,1.58,12,1.59,1.53,1.50
2017-10-27,DLR,Current Quarter,2017-12-31,1.50,1.48,6,1.55,1.40,0.49
2017-10-27,DLTH,Current Quarter,2017-10-31,0.01,0.03,6,0.03,-0.02,0.01
2017-10-27,DLTR,Current Quarter,2017-10-31,0.89,0.91,10,0.94,0.84,0.81
2017-10-27,DM,Current Quarter,2017-09-30,0.32,,4,0.41,0.21,0.30
2017-10-27,DMRC,Current Quarter,2017-12-31,-0.71,-0.67,3,-0.66,-0.74,-0.57
2017-10-27,DMTX,Current Quarter,2017-09-30,-0.49,,1,-0.49,-0.49,-0.58
2017-10-27,DNB,Current Quarter,2017-09-30,1.58,1.58,6,1.62,1.55,1.79
2017-10-27,DNBF,Current Quarter,2017-12-31,0.53,,1,0.53,0.53,0.48
2017-10-27,DNKN,Current Quarter,2017-12-31,0.61,0.62,8,0.65,0.59,0.64
2017-10-27,DNN,Current Quarter,2017-09-30,-0.01,,1,-0.01,-0.01,0.00
2017-10-27,DNOW,Current Quarter,2017-09-30,-0.04,-0.04,8,0.00,-0.07,-0.34
2017-10-27,DNR,Current Quarter,2017-09-30,-0.01,0.02,4,0.02,-0.02,0.00
2017-10-27,DO,Current Quarter,2017-09-30,0.19,0.10,13,0.34,0.10,0.10
2017-10-27,DOC,Current Quarter,2017-09-30,0.27,0.27,10,0.28,0.26,0.07
2017-10-27,DOOR,Current Quarter,2017-09-30,0.92,0.97,6,0.99,0.84,0.89
2017-10-27,DORM,Current Quarter,2017-09-30,0.87,0.87,3,0.90,0.85,0.77
2017-10-27,DOV,Current Quarter,2017-12-31,1.04,1.03,10,1.06,1.02,0.71
2017-10-27,DOX,Current Quarter,2017-09-30,0.94,0.95,6,0.96,0.93,0.89
2017-10-27,DPLO,Current Quarter,2017-09-30,0.15,0.17,8,0.18,0.14,0.21
2017-10-27,DPS,Current Quarter,2017-12-31,1.17,1.17,6,1.20,1.12,1.04
2017-10-27,DPZ,Current Quarter,2017-12-31,1.98,1.99,7,2.05,1.92,1.48
2017-10-27,DQ,Current Quarter,2017-09-30,1.45,,1,1.45,1.45,1.24
2017-10-27,DRAD,Current Quarter,2017-09-30,0.03,0.03,1,0.03,0.03,0.05
2017-10-27,DRE,Current Quarter,2017-12-31,0.30,0.28,6,0.31,0.28,0.13
2017-10-27,DRH,Current Quarter,2017-09-30,0.25,0.26,10,0.27,0.24,0.15
2017-10-27,DRI,Current Quarter,2017-11-30,0.69,0.66,12,0.75,0.65,0.64
2017-10-27,DRNA,Current Quarter,2017-09-30,-0.75,999.00,4,-0.71,-0.81,-0.68
2017-10-27,DRQ,Current Quarter,2017-09-30,-0.02,-0.08,6,0.05,-0.08,0.39
2017-10-27,DS,Current Quarter,2017-09-30,-0.06,-0.06,1,-0.06,-0.06,0.35
2017-10-27,DSGX,Current Quarter,2017-10-31,0.10,0.09,4,0.11,0.08,0.08
2017-10-27,DSPG,Current Quarter,2017-09-30,0.09,0.09,2,0.09,0.09,0.19
2017-10-27,DST,Current Quarter,2017-12-31,0.85,0.85,4,0.87,0.82,0.83
2017-10-27,DSW,Current Quarter,2017-10-31,0.53,0.45,8,0.56,0.45,0.51
2017-10-27,DSX,Current Quarter,2017-09-30,-0.21,-0.23,7,-0.15,-0.27,-0.99
2017-10-27,DTE,Current Quarter,2017-12-31,1.21,1.21,3,1.22,1.21,0.81
2017-10-27,DTEA,Current Quarter,2017-10-31,-0.15,999.00,1,-0.15,-0.15,-0.07
2017-10-27,DUK,Current Quarter,2017-09-30,1.55,1.53,7,1.63,1.43,1.68
2017-10-27,DVA,Current Quarter,2017-09-30,0.94,0.93,7,0.97,0.90,0.95
2017-10-27,DVAX,Current Quarter,2017-09-30,-0.52,-0.32,3,-0.32,-0.84,-0.90
2017-10-27,DVN,Current Quarter,2017-09-30,0.39,0.49,11,0.49,0.33,0.09
2017-10-27,DWCH,Current Quarter,2017-09-30,0.02,0.02,1,0.02,0.02,-0.06
2017-10-27,DWDP,Current Quarter,2017-09-30,0.39,0.41,5,0.41,0.36,0.91
2017-10-27,DWSN,Current Quarter,2017-09-30,-0.34,,1,-0.34,-0.34,-0.57
2017-10-27,DX,Current Quarter,2017-09-30,,,,,,0.20
2017-10-27,DXC,Current Quarter,2017-09-30,1.53,1.52,10,1.61,1.43,0.61
2017-10-27,DXCM,Current Quarter,2017-09-30,-0.15,-0.18,12,-0.09,-0.21,-0.22
2017-10-27,DXLG,Current Quarter,2017-10-31,-0.09,-0.09,1,-0.09,-0.09,-0.05
2017-10-27,DXPE,Current Quarter,2017-09-30,0.21,0.21,2,0.23,0.19,0.02
2017-10-27,DXTR,Current Quarter,2017-09-30,-0.06,-0.07,2,-0.05,-0.07,-0.44
2017-10-27,DXYN,Current Quarter,2017-09-30,0.08,0.08,1,0.08,0.08,0.04
2017-10-27,DY,Current Quarter,2017-10-31,0.91,0.95,7,1.01,0.84,1.67
2017-10-27,DYN,Current Quarter,2017-09-30,0.60,1.50,3,0.94,0.20,0.01
2017-10-27,DYNT,Current Quarter,2017-09-30,,,,,,-0.13
2017-10-27,DZSI,Current Quarter,2017-09-30,0.03,0.03,1,0.03,0.03,-0.10
2017-10-27,E,Current Quarter,2017-09-30,0.22,0.22,1,0.22,0.22,-0.31
2017-10-27,EA,Current Quarter,2017-09-30,0.54,0.54,13,0.60,0.49,0.56
2017-10-27,EARN,Current Quarter,2017-09-30,0.45,,1,0.45,0.45,0.48
2017-10-27,EARS,Current Quarter,2017-09-30,-0.20,,1,-0.20,-0.20,-0.23
2017-10-27,EAT,Current Quarter,2017-09-30,0.44,0.40,6,0.46,0.40,0.49
2017-10-27,EBAY,Current Quarter,2017-12-31,0.59,0.59,14,0.60,0.58,0.54
2017-10-27,EBIO,Current Quarter,2017-09-30,,,,,,0.91
2017-10-27,EBIX,Current Quarter,2017-09-30,0.74,0.76,2,0.76,0.71,0.74
2017-10-27,EBMT,Current Quarter,2017-12-31,0.34,0.31,2,0.36,0.31,0.37
